Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Lead Speed (m/s),Ego Accel (m/s²),Lead Accel (m/s²),Smooth Accel (m/s²),Jerk (m/s³) (1 Hz),RSS Distance (m),TTC (s)
0.0,8.808552074432374,7.056000137329103,7.056000137329103,16.00869230956539,0.0,0.0,107.0,133.0,123.0,133.42500305175778,2.446820020675659,1.9600000381469729,,,,,1.717825363652256,32.88353816339174
0.05,8.172539806496207,8.820000171661377,7.938000154495238,16.008991097856633,0.12765279412269592,0.1126999855041504,107.0,133.0,123.0,133.42500305175778,2.2701499462489463,2.450000047683716,-3.533401488534258,9.800000190734858,,,0.5804982779028078,inf
0.1,4.1797438144967165,10.584000205993652,8.820000171661377,16.0078894861316,0.20562539994716644,0.2498999983072281,107.0,133.0,123.0,133.42500305175778,1.16103994847131,2.940000057220459,-22.182199955552722,9.800000190734863,,,0.0,inf
0.15000000000000002,1.821135592469643,10.747439861297607,9.301860094070436,16.00634388609663,0.24260040000081065,0.40529029071331024,107.0,133.0,123.0,133.42500305175778,0.5058709979082342,2.9853999614715576,-13.103379011261513,0.9079980850219723,,,0.0,inf
0.2,0.4830912172839375,7.768655776977542,8.995219230651855,16.005689846599658,0.25586389750242233,0.5298077911138535,107.0,133.0,123.0,133.42500305175778,0.13419200480109375,2.1579599380493173,-7.433579862142811,-16.54880046844481,,,0.0,inf
0.25,0.22911552786879685,4.8947761058807435,8.311812043190004,16.00570674484672,0.25610560178756714,0.6134719923138618,107.0,133.0,123.0,133.42500305175778,0.0636432021857769,1.3596600294113177,-1.4109760523063373,-15.965998172759996,,,0.0,inf
0.30000000000000004,0.5667731881142094,0.2858883018613525,7.165251508714483,16.005843034761238,0.2624150067567825,0.6421069949865341,107.0,133.0,123.0,133.42500305175778,0.1574369966983915,0.07941341718370902,1.8758758902522903,-25.60493224455215,,,0.010606914348503515,205.11481255002076
0.35000000000000003,0.6878160238267587,1.2601333397479657,6.427111737593668,16.00582670200763,0.2714722044765949,0.6545059978961945,107.0,133.0,123.0,133.42500305175778,0.19106000661854405,0.3500370388188794,0.672460198403051,5.412472432703408,,,0.0,inf
0.4,0.6899147987365802,1.8184629654651103,5.915039651801607,16.00577042472515,0.2811358049511909,0.6770130023360252,107.0,133.0,123.0,133.42500305175778,0.19164299964905007,0.5051286015180861,0.011659860610120367,3.101831253984136,,,0.0,inf
0.45,0.6321779966358173,2.0269728720120805,5.526232973822653,16.00570838149951,0.29027990624308586,0.7043372988700867,107.0,133.0,123.0,133.42500305175778,0.1756049990655048,0.5630480200033557,-0.32076001167090534,1.1583883697053923,-0.18667144758606535,,0.0,inf
